address,maxClaimable
0x94f8c1389de1c31ad3b10f146036390b1c3cea14,1
0x9539e0bb588012cd609ea0807f84615139cfc79e,1
0x95c42f1458a69208f3ec813b54f5ff0aeb05bc05,1
0x95e85dbb74414f1c30c34172519760bbe44840e8,1
0x9779bf83ba65d2111074a4d16424d0ca9a726cc7,1
0x97d2767db42135e1e2a5fd7dd3e11646ef4d2b28,1
0x98059ba8af9c94ad8bfb687072c1ad4aeea88714,1
0x981dd0798ac4d44c063290d7703f39ccba09c6c2,1
0x994980976d167e90222fb37cfb8e3ff5f26e5f84,1
0x9964206d40583845fd5a5a1eb6d16ecee0b1d243,1
0x997e77a43c7ae6a18ed96cf049298ee7e421a195,1
0x9a244aaa5f7d484632380446d4eca4e04e1ee925,1
0x9a3113e45990b4c509710203d0a6e933ae20ffc0,1
0x9ba3ed4e11e206da0d945e9e3e773763619da038,1
0x9bec5aa1e807abc0d3facb8db78b0069dd347c3f,1
0x9d7994667772d113e213a5855cd6007edf207604,1
0x9de3ab367136ca90626e9610edc2a7b43c202ec3,1
0x9f0ea07615af8705842b8210f6a52fbc9e7e489a,1
0x9f48b533d3f9eba8b0ac5afd3685e60978fa350f,1
0xa0756dd7bad2d010dc24dd8d0b89379d68ec3c7d,1
0xa160e89117daf8607e39dd2d7a265b0089325af1,1
0xa1870c56455680b03065efd3943fac89a87298ec,1
0xa218d6a3ad14cfbfc96017d5d7bceee1484bd6a5,1
0xa21c66a74cb6ade440fae245eafa86de865180c1,1
0xa2910797430eb703058406a94004652d1966d764,1
0xa383219b9088f3f7c8d0201bebaae3cf60431a00,1
0xa54d8adc021ef46716d670e5b0fcf356a23e0f6b,1
0xa5b8bfdda2ec04045bb9c36a4ad4f406f142e101,1
0xa61393daeec600cfae19a267062fcb5d9f1cfb01,1
0xa6d862bc7ce8023e04874957a9e26d1b0a9175a0,1
0xa6ffd9f71fedad75d846735e6b96a579d98b8877,1
0xa716c2ef62b60cf82b8119947030ea7e26a39908,1
0xa779fc675db318dab004ab8d538cb320d0013f42,1
0xa80bbade17e6b2fbaece40c1e17c1d5c07f73e0d,1
0xa81c2be64af1adc80d4c1e96d3d39437ca66e2a3,1
0xa82eb835e341d305a52449691f79aad597ab6bb2,1
0xa89c876be69223295a0925d7a62cb6868dec4ac8,1
0xa8ff5ba66bf96bac81d81058d610b9b8c4cacff0,1
0xa96d4549729c2a826237d91b3a3700cad7dfec4a,1
0xa9b49103aaec8242773cb8eff7247c1fcbb20f10,1
0xa9ffa6b04565e9ef06271ae636cecf466d637201,1
0xad0884a29b08e2b545601e53580044a975265828,1
0xad95618e1023e490961842bc0580a826b0e78b48,1
0xadff5221a05e82252aa69fff9299ad6815186876,1
0xaf0625449c63f012f27ecbfc7f345d15738ed341,1
0xb045458c8bc244d67dc40f07e2c75a22dc403f4b,1
0xb09cfba289fa1148ea67aa3f35d51338fe37f839,1
0xb0a6e8808b510af68ab25e0f05759a91009e5421,1
0xb1fa2d34324c238fc86f194998069f3c1855cfc8,1
0xb21658d8907a27faad69866c1c692a57984c258b,1
0xb3d4839ba17a0c9b7dc9b19bf7ee4c946f16d240,1
0xb4103329230db58ea6e2480e4022b577833600df,1
0xb4c334deddc77b75b45feae103be73d37f1ffd44,1
0xb5ac3524aea64b7f653092cbc885092ae149df08,1
0xb5f23dce1974322626e790b45a0c55a412d18ee9,1
0xb65591f648643b212ab93b1043028441d4506034,1
0xb738a7738513356fd06133e68ca4f74ab245de99,1
0xb7707b8e88241e77064725099113896bed5c3ed0,1
0xb879ad2a3237a3288bb4293c18396d2eba1db370,1
0xbaa7229f0fc577d39811c6fd0224873d5ec9071e,1
0xbcfea7c894cbd0cf5fe654559268f2eb28c7c659,1
0xbd12b1f00e5cb9d0b9e1ea9cc764936c146ed94e,1
0xbed66cd9ac8da382bdd34ab05102803fd64c7625,1
0xc044282f35f0aaed53c530ee226698ae9cc0ab51,1
0xc0b34cc292d0727e488a6a31d1608fa4fb2d2bd4,1
0xc0cfd2b034be37b27f28ca9ae03c848f6dd231dc,1
0xc229d066040675c5ee4a6db894e3ff44ddb2554e,1
0xc2bcc376ab01952f0ce544e96ec4c1e5e943ce43,1
0xc2ddfe84756fa71c39e40ab6289b6889e355786b,1
0xc3150c77428542bb64a7a2199c33b1bdbf56b386,1
0xc3818e9851f9ebe5ab4fd46a46173304c7253ef5,1
0xc443c18ea6a6c6261a1e1be8449afd691d664796,1
0xcb6586874cc04b01cc4fdb777de502cea7b3d6c1,1
0xcbacb9cd469ba753462bb060d43cc4f665b5ab99,1
0xcc0a57806d7f6aa9e7879ecf1b4d19c014650a1e,1
0xcc8190f76237f9c4047df62ea4faf06df645f76d,1
0xccdc1782491ebf04b38d80f49732ebda80eae576,1
0xcd8ff7267c0e94c445812bdbd929faa2cf929da6,1
0xcec345b4d4360565c518b3d72ce718c8a1d8b10e,1
0xcef6a89972c4323a9eefe162bcb30489b7c04005,1
0xcfca61d2e2fe7c85d0ca5cb250c4b0d1732371ed,1
0xd08e92dc15f638aa621800af714d8b7371e222af,1
0xd0eac661dd6fbec818472273b93b90d01aa44a75,1
0xd1b14cfef798103b85b53aaf1a46b9a8a272f385,1
0xd3714a5bbdc71ca3e56d76ac98265e0b91bea16f,1
0xd5d9198352dcc30848c251f44db95e8a907ce958,1
0xd748cb5cbbd7106c2856edf9e82ec27f20667eb7,1
0xd7b7a3ab29b3282dc76419bd57776e0e90de8a41,1
0xd8d0a87d80e6e52a8e045d70fe40f14d482c59fd,1
0xd9674a1db4864631242070c0e7a276c88a0012f8,1
0xda22ecb2897040eb15da2a98765446ee07fdcc81,1
0xda675a9888e16595c66c6c1da684df4e26f8ab69,1
0xdaa269cde42ccfa37bdfe71b63fc543840c21890,1
0xdabf36a99ab62bf727b47150a6423adde3f76afb,1
0xdafa9e3dae493f0b9d6872eff4fda0f40d1b7488,1
0xdb882c5bf8bd9b32532ed6cee18e9056f3b4a574,1
0xdbe16966dbff3efa49b9c8748e04c7f46cda4cef,1
0xdc7d0d897e1b7998c780d16b3c08482a74e71f33,1
0xdcf99a9f05a7d24c60960a5bea0af92c515ea38b,1
0xddac37fd1e29533a9f39c786e92efbf6a6ad3c45,1
0xdde74f034163192dd2170bb56b9cac2d45ce0a36,1
0xddf06174511f1467811aa55cd6eb4efe0dffc2e8,1
0xde12bc577b2ed3a2cd542ce8f0adeb37c9b59992,1
0xde969bf3c422ee99d3d07115469a21a72fa2002a,1
0xdf065ae86fb7e710f38c9791d035f0e6a32acb85,1
0xdf0a3c7fd10309b4b42fc2228ed2044803f81051,1
0xdfab0705b0af4500c75afa814a719a1945881a6f,1
0xe0b088ea304f544665dde04cc34d0621e4d03603,1
0xe116d5f4ccd817e93a4827b4b1166fb3fa61bec5,1
0xe123b7df9a55073b6bb726d87a41ee18375ded6e,1
0xe23d6faf3c578a20b3bc7eafcbd584479b14db48,1
0xe3109512658c4b0ad08ab4401b73b81960268429,1
0xe317c793ebc9d4a3732ca66e5a8fc4ffc213b989,1
0xe526f0dd4182a3abd95e343a68ca7cd4c7de910e,1
0xe54cee0bfa4a88f3415c146d3f407f64ab2eefef,1
0xe8181f3facb0f27089ac2929c6e4447f65361286,1
0xe87080fdaf59a3f8a9d803e11751b9fffcee0681,1
0xe8a5478532dda8457aa59cc690e44351f8a9e1ac,1
0xea3871fcdd47c06095b7ade579e8365083dbb871,1
0xeb2a42a77a7519fd860f331e6ea21655371204d1,1
0xec0d98a84edb7f6e9ebe8da22218d558a031e531,1
0xeca345b5c749b8a9299b154fb036020e13394eb7,1
0xedfbca9c4d794e0d4d4726cd2697a8b66aa888ab,1
0xee620a0991d57f464aad452789a4564ba51245e8,1
0xeeb66bc85abc68af8a06a70a5b544d7b285321d0,1
0xef4aa2606c138d98743ffb46959583d92ca1e6a0,1
0xefb503f6f3af3e359ea0c7e6cbe46589f23ed718,1
0xf065f2a89683dd8cd76ab15c686a781f0b351eab,1
0xf0f9e1961dfdaf880815dac022e712ffd368a541,1
0xf14dd02086f8bc73f4afb50b519df5b6b610a01c,1
0xf1be93eb34f68e4101d91e8120294f5b94ece531,1
0xf35d94a9578b0e5121b6a3395a9bd163ca82fe03,1
0xf3772ac6a4a92d74d2e20512bdf36c56fe82a445,1
0xf39fbf3bd9f7bfda4fd5cb30df587c9f6d6abbbe,1
0xf3db2ea2b0d22265aa4717a71f75f48106efc588,1
0xf4198cccaee2cf1a8e30d3440600b3a1de421c23,1
0xf528a20d5d7267e3b32035ea7d213c1bb38edebc,1
0xf55835234207ba7472db9bae2d684f367271d111,1
0xf631f45e0786a1f3e074fa1063de48d001dbaa9a,1
0xf6f4b3d80884dcf2e602820622cafc1bcc1f9afe,1
0xf76b00b44f70a377ace77d5c0a4eeb6aea1a7671,1
0xf7ef3ca9ead52c2fe7ef5bf486611ebe40670f41,1
0xf824df3a4eb8e4754e867716a405ce9e8d4e923b,1
0xf8a323e916921b0a82ebcb562a3441e46525822e,1
0xf93c7cc43913467ae4668d17dfb6fbc25c311807,1
0xf972bf8592c3171b378e97bb869a980c3f476583,1
0xfb4eecef04f1d45ead80a7a471d60b38b14eaa9a,1
0xfd84588e8bc794f9accb63981dc39846188b81d9,1
0xfdcfb6e689a9c021f9d74a519fccf80718398c5e,1
0x000007ba22cbbecaf16c6fbaab767337b9b75434,1
0x0000157fe999489358d0fb080adeb1eabafeaf1e,1
0x00003e81818a2f1e1ffc41dc47d4b1716110b90a,1
0x0000d14fbbbe74ca3b1fbc4b23469de8b0e92b69,1
0x0000ff16022b3c02f5e59f33955ec671538b0445,1
0x0005bc5d1eb4e9b3b3d32f09655728f5734efedd,1
0x00066cac97f99803046a27805bc45e8044c26cd4,1
0x00090e13bdc5a5fc6c9a79363560a9bbdfef15d8,1
0x0009b027d47f82b53c7738f51ce39a1ff8775c8e,1
0x000dbb8282f6e1f8945ba6d94fd1652544944a44,1
0x000f38c11de32df3bfd065c37eec99a00a42546f,1
0x0010108d287e168d93c6c36a7ae1e48099969f16,1
0x001890eb39b44c56b73b40bbea4adf20cb8a664b,1
0x0038a39853803fea9542713421b2a1f69fc44f24,1
0x00409fc839a2ec2e6d12305423d37cd011279c09,1
0x0042d6a66560fc330016e3e0ac8650f61836dafd,1
0x004effddadfb097161db5897c1f078d4781060a5,1
0x00536350c65bd413c7d61e107b2671216e0b4569,1
0x0055354f80275a5fc29d43feed8ce64701579cad,1
0x005f44784a06c1be636f291c60dc729b388af9e7,1
0x00612787a55e9a2605e189819a5d7f6e4d934279,1
0x007d08615da62879f5cee07d102b44c6f9defbe5,1
0x00ab97c782c661fb3d08c96dce06176938101211,1
0x00be41c4218287315ba203a26e583f8a50ce820c,1
0x00c01587fbac08ca72d89d9e8027c9a74641e407,1
0x00cec548afd1c1547d4b3610aa6891011a2c8680,1
0x00d10cf10f38f0d2cf12e6494a63c9cccb9d406f,1
0x00e80cc289c9ed6630316cf36cce61e4a9802e13,1
0x00ed7fbad3bb36f9995cf413c897d2b0bdcb47e4,1
0x011bc8f6a250b1405a96658ce5c110e8991cc700,1
0x012c213e4fa5144ed956066499eb5e9e0fe2f57b,1
0x012e65aa91ad64003d213de231a2f6a26ac624da,1
0x01433607229a6504728be93973cc919cfb8d48b5,1
0x01aacabf3b35e8b334a9b2129eb08c1f90e43375,1
0x01cb8755bd7889667dabfd1c626c294ca4f38865,1
0x01e4e2336c28def39c58098893d8ad84b9f1b9c7,1
0x01f19e970a1253230b23c7657b4799ef22a6b62f,1
0x01fc7085abc7c4ada7d4c11c4a9ca217d05cc39d,1
0x020a9183419d005017681107feb5f0c9906dbe9d,1
0x0213f8848b4ba418afe90fe003a702bef2c5e08e,1
0x0239769a1adf4def9f07da824b80b9c4fcb59593,1
0x02397ba478ee269343e2fbaa9419c2d676f2a616,1
0x025312604e60bc22d9196640a136725521725f0f,1
0x025792d4bc48935af232e7132c4126b5fce14773,1
0x0258da40e011acb8e0f6308d6dda4de363c9b604,1
0x025a1d3060eee19b1efe3972196f29e1abb81b34,1
0x025e4432cf284b3a17e8225491987268abb85e5c,1
0x026e1c68e9bb99b48669f0984345a2a2c984f04f,1
0x0296e1b150622483ddfb5e3e661381c081df051f,1
0x029e13c1dcde8972361c9552ced69b97596e0e86,1
0x02a399691e6bf748ce016b6e058b8c02556f6a77,1
0x02bd6a1d001e37ed390f3faedc6bb2cf734459cc,1
0x02c523a8a66dfdc5f01be54f269d9da601c1229a,1
0x02c545e7e16afbbe405fad98a8a5a9a9feece114,1
0x02eb025becf069358228a5d3b5ff70200f6417c2,1
0x02f95d4f31a62dd754747e73689aae122fbe7682,1
0x02feb744ca516fd6e41d940ae2d0f7cb6fcb1ac3,1
0x03098d021e9f45e594f1588a30078e95410df80e,1
0x030e8fcb0536d4d3e1bea105230fe946101fdb97,1
0x030f97e7cc0a1ce35006523556a730784eb77a77,1
0x0313611f7f4af674695dacddc92352ad5e3d9053,1
0x03258357cf5f2c83073385c8efdc9d8be6a9c021,1
0x0335b95aabd40f8e8794d79bfb6115757b60a294,1
0x0354dba16a24ce38290b1fc37b317f7fff5d2e87,1
0x0360bc70e4a168b300077439766d5a2c6d2a36c9,1
0x037ac478992e23340fbd4114f218943037916300,1
0x03a16426e4a44d2e91c3af4cb7e13679db6c5e6c,1
0x03e28314ad54cead6a1c719c52d862935c3ad663,1
0x040f8bfb35672145b5617b2c9c51164a0644f96e,1
0x041155fe421c3fb1822e6e6dc4c07a5739dec87e,1
0x043145a2bf34706451d7653684e9cb2c5ffe7aaf,1
0x04320594f86c3ab69cac79393b87e63281b17d8f,1
0x0449e53aa1a3f75133df621d0ee755d5381a934e,1
0x044f2a228730502d9b0ecbef9812b92e6e9f42a1,1
0x045e6664b0c1c589b114c1a1da23f662c654156f,1
0x047ff53731aadef85e0c518ca34977f48311a689,1
0x048421f1115341f4689e3c55b750f77b3b8ca0c9,1
0x0489fb960b25a2d636e8ea51c982ae39a7888888,1
0x048ef7cca71486e8217e72aafc53eba75d0c3b17,1
0x0497b5d156f1c08abfccf1838b2b6729024d99dc,1
0x04aa7ad9dc79b51947d5a2ba7f4d4c7ebc37eb57,1
0x04c1a987c5b094ca7fb53ff469eb1acf24df25f4,1
0x04c62de3a31088cae0c6d933a80d54e39593711d,1
0x04d2ecfd452148c3bd074ffb9fda3e5ef22ef18a,1
0x04dea82c84b67d4824970249b89daee773052366,1
0x04ee22568b4abbff87a6827bc4f801b81d99146b,1
0x04f44be828f33af18403fc157a2cd5cf918b0cd1,1
0x04fa5c3869ded7d00f36f13597a2f46aee4c9220,1
0x04fbb6231ac923759fc68935fd4b240b60650ad9,1
0x051bd4e52fa17bc0ab07ad042e2b9a47e9e28daa,1
0x051c18addb0c535f9508c92140774b21ed889cab,1
0x05409486896cf7eef2d7110ad5640a5d594550f5,1
0x054a9889923fddb425187643d3717cf9288516c4,1
0x054b2bccafb5e60b01aacf28ecc9246f93080cd3,1
0x056496f5a58954deccb2cbb82f5644593ab68ea9,1
0x0578944c0cf5f70f360b8b6c5527669f7b804547,1
